irate,41.733900
terai,41.733900
retia,41.733900
raine,41.437400
oater,41.352600
roate,41.352600
orate,41.352600
earnt,40.843500
antre,40.843500
entia,40.807400
tenia,40.807400
tinea,40.807400
serai,40.518100
arise,40.518100
raise,40.518100
reais,40.518100
aesir,40.518100
oaten,40.426100
atone,40.426100
ariel,40.272300
raile,40.272300
aeros,40.136800
soare,40.136800
arose,40.136800
irone,40.104300
tares,39.924200
rates,39.924200
earst,39.924200
stear,39.924200
stare,39.924200
taser,39.924200
strae,39.924200
teras,39.924200
aster,39.924200
reast,39.924200
tears,39.924200
arets,39.924200
resat,39.924200
inert,39.891700
nitre,39.891700
trine,39.891700
inter,39.891700
niter,39.891700
realo,39.891000
ratel,39.678400
later,39.678400
taler,39.678400
alter,39.678400
artel,39.678400
alert,39.678400
telia,39.642300
reans,39.627700
nears,39.627700
earns,39.627700
nares,39.627700
snare,39.627700
saner,39.627700
isnae,39.591600
saine,39.591600
anise,39.591600
noter,39.510400
trone,39.510400
toner,39.510400
ronte,39.510400
tenor,39.510400
toeas,39.506800
stoae,39.506800
renal,39.381900
neral,39.381900
learn,39.381900
aline,39.345800
alien,39.345800
liane,39.345800
elain,39.345800
anile,39.345800
erica,39.321800
ceria,39.321800
areic,39.321800
aeons,39.210300
osier,39.185000
nates,38.997700
neats,38.997700
stane,38.997700
antes,38.997700
stean,38.997700
etnas,38.997700
reist,38.972400
rites,38.972400
tires,38.972400
stire,38.972400
tiers,38.972400
tries,38.972400
resit,38.972400
alone,38.964500
anole,38.964500
ocrea,38.940500
oriel,38.939200
reoil,38.939200
oiler,38.939200
laten,38.751900
leant,38.751900
carte,38.727900
recta,38.727900
crate,38.727900
caret,38.727900
trace,38.727900
react,38.727900
cater,38.727900
litre,38.726600
liter,38.726600
tiler,38.726600
relit,38.726600
siren,38.675900
rines,38.675900
serin,38.675900
reins,38.675900
risen,38.675900
rinse,38.675900
resin,38.675900
estro,38.591100
tores,38.591100
rotes,38.591100
torse,38.591100
store,38.591100
roset,38.591100
resto,38.591100
toise,38.555000
arles,38.462600
seral,38.462600
reals,38.462600
lears,38.462600
rales,38.462600
laers,38.462600
lares,38.462600
laser,38.462600
earls,38.462600
crane,38.431400
caner,38.431400
rance,38.431400
nacre,38.431400
crena,38.431400
liner,38.430100
aisle,38.426500
uraei,38.413800
aurei,38.413800
eniac,38.395300
coate,38.310500
toile,38.309200
teloi,38.309200
seron,38.294600
renos,38.294600
noser,38.294600
oners,38.294600
senor,38.294600
snore,38.294600
rones,38.294600
eosin,38.258500
noise,38.258500
aired,38.167400
irade,38.167400
deair,38.167400
aider,38.167400
redia,38.167400
rents,38.082000
nerts,38.082000
stern,38.082000
terns,38.082000
enrol,38.048800
nerol,38.048800
loner,38.048800
teins,38.045900
nites,38.045900
stein,38.045900
senti,38.045900
sient,38.045900
tines,38.045900
neist,38.045900
inset,38.045900
aloes,38.045200
canoe,38.014000
ocean,38.014000
olein,38.012700
eloin,38.012700
perai,37.950100
paire,37.950100
tales,37.832600
taels,37.832600
leats,37.832600
slate,37.832600
teals,37.832600
salet,37.832600
steal,37.832600
stale,37.832600
setal,37.832600
stela,37.832600
tesla,37.832600
least,37.832600
urate,37.819900
enact,37.801400
enlit,37.800100
lenti,37.800100
elint,37.800100
intel,37.800100
inlet,37.800100
aimer,37.795900
rimae,37.795900
maire,37.795900
ramie,37.795900
oread,37.786100
adore,37.786100
oared,37.786100
citer,37.776100
recti,37.776100
trice,37.776100
recit,37.776100
ratio,37.736700
ariot,37.736700
tones,37.664600
seton,37.664600
steno,37.664600
onset,37.664600
notes,37.664600
stone,37.664600
tread,37.573500
trade,37.573500
tared,37.573500
dater,37.573500
rated,37.573500
derat,37.573500
porae,37.568800
opera,37.568800
pareo,37.568800
neals,37.536100
lanes,37.536100
elans,37.536100
leans,37.536100
slane,37.536100
urena,37.523400
scare,37.512100
serac,37.512100
scrae,37.512100
escar,37.512100
acres,37.512100
cares,37.512100
carse,37.512100
races,37.512100
acers,37.512100
riels,37.510800
siler,37.510800
liers,37.510800
leirs,37.510800
riles,37.510800
slier,37.510800
crine,37.479600
nicer,37.479600
saice,37.476000
noria,37.440200
olent,37.418800
lento,37.418800
morae,37.414600
recto,37.394800
petar,37.356200
peart,37.356200
prate,37.356200
pater,37.356200
taper,37.356200
apert,37.356200
apter,37.356200
trape,37.356200
pieta,37.320100
redan,37.277000
dearn,37.277000
denar,37.277000
recal,37.266300
carle,37.266300
clear,37.266300
lacer,37.266300
diane,37.240900
daine,37.240900
ileac,37.230200
intra,37.227600
train,37.227600
riant,37.227600
trema,37.202000
mater,37.202000
tamer,37.202000
armet,37.202000
ramet,37.202000
hater,37.192500
thrae,37.192500
rathe,37.192500
heart,37.192500
earth,37.192500
orles,37.129500
sorel,37.129500
loser,37.129500
eorls,37.129500
soler,37.129500
lores,37.129500
roles,37.129500
recon,37.098300
oncer,37.098300
crone,37.098300
solei,37.093400
ourie,37.080700
arpen,37.059700
paren,37.059700
potae,36.938800
ramen,36.905500
enarm,36.905500
reman,36.905500
namer,36.905500
caste,36.882100
cates,36.882100
taces,36.882100
sceat,36.882100
cesta,36.882100
teils,36.880800
tiles,36.880800
lites,36.880800
islet,36.880800
istle,36.880800
stile,36.880800
steil,36.880800
